traitement,variable_dependante,seuil_switcher,estimateur_as,erreur_standard,statistique_t,p_value,ic_95_bas,ic_95_haut,n_observations_trim,n_stayers,n_switchers,n_bootstrap_reussis
lisiere,log(productivite),0.02,0.003927420455546487,0.004004435768956924,0.9807674993796947,0.3267074088717665,-0.003796694783873455,0.01239909242668418,21411,18830,2581,200
