"X","seuil","delta_1","n_switchers"
NA,0.00961821659933776,1.76250672172404,5846
NA,0.0031327370274812,-0.696786091442851,8455
NA,0.000164310396648943,12.5685488043402,10985
NA,0.00904916788451374,1.28304430394596,6038
NA,0.00984586657490581,1.7537544140116,5782
NA,0.00779174223076552,0.583064241777556,6461
NA,0.00929331883788109,1.53654221425606,5966
NA,0.0142655800143257,0.255649316592562,4685
NA,0.00110603852663189,-4.71618463401648,9897
NA,0.00709566195029765,2.81808265803157,6694
NA,0.0160562454583123,-0.410531512777173,4308
NA,0.0167141767404974,-0.49653701888783,4183
NA,0.00475498809944838,2.12716744010409,7644
NA,0.00707972205244005,2.78271115965219,6704
NA,0.0171377084031701,-0.647585989182821,4107
NA,0.0170752674760297,-0.610808736073555,4123
NA,0.00591790910810232,3.9079646125402,7169
NA,0.00294096649158746,-0.911256914959208,8559
NA,0.0140798412263393,0.291471788364146,4727
NA,0.00207613376434892,-3.50606542055258,9097
