"insee","nom","pixels_total_1990","pixels_total_2000","pixels_total_2012","agri_1990","agri_2000","agri_2012","foret_1990","foret_2000","foret_2012","agri_adj_foret_1990","agri_adj_foret_2000","agri_adj_foret_2012","diff_agri_12_90","diff_foret_12_90","agri_to_foret_90_12","foret_to_agri_90_12","diff_agri_00_90","diff_foret_00_90","agri_to_foret_90_00","foret_to_agri_90_00","agri_to_foret_00_12","foret_to_agri_00_12","diff_agri_12_00","diff_foret_12_00"
"01258","Montceaux",689,513,486,626,449,404,0,0,0,0,0,0,-222,0,0,0,-177,0,0,0,0,0,-45,0
"01259","Montcet",645,555,513,623,533,477,0,0,0,0,0,0,-146,0,0,0,-90,0,0,0,0,0,-56,0
"01260","Le Montellier",156,74,117,156,74,117,0,0,0,0,0,0,-39,0,0,0,-82,0,0,0,0,0,43,0
"01261","Monthieux",726,602,603,542,375,375,0,0,0,0,0,0,-167,0,0,0,-167,0,0,0,0,0,0,0
"01262","Montluel",643,503,541,451,296,271,0,0,0,0,0,0,-180,0,0,0,-155,0,0,0,0,0,-25,0
"01263","Montmerle-sur-Saône",330,307,312,84,39,30,29,0,0,1,0,0,-54,-29,0,0,-45,-29,0,0,0,0,-9,0
"01264","Montracol",595,642,590,544,588,524,0,0,0,0,0,0,-20,0,0,0,44,0,0,0,0,0,-64,0
"01265","Montréal-la-Cluse",1209,1209,1207,228,216,173,807,800,798,63,61,58,-55,-9,0,1,-12,-7,0,0,0,1,-43,-2
"01266","Montrevel-en-Bresse",786,780,791,631,618,608,0,0,0,0,0,0,-23,0,0,0,-13,0,0,0,0,0,-10,0
"01267","Nurieux-Volognat",1760,1760,1731,739,746,686,950,950,923,359,359,341,-53,-27,0,11,7,0,0,0,0,11,-60,-27
"01268","Murs-et-Gélignieux",185,185,189,185,185,189,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
"01269","Nantua",1170,1170,1177,65,65,64,984,984,958,46,46,45,-1,-26,1,0,0,0,0,0,1,0,-1,-26
"01272","Neuville-les-Dames",1486,1075,1094,1389,978,994,36,36,35,29,27,27,-395,-1,0,0,-411,0,0,0,0,0,16,-1
"01273","Neuville-sur-Ain",1062,1061,1086,979,978,979,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
"01274","Les Neyrolles",900,900,900,151,151,131,664,664,683,73,73,83,-20,19,20,0,0,0,0,0,20,0,-20,19
"01275","Neyron",467,356,358,239,88,88,11,0,0,0,0,0,-151,-11,0,0,-151,-11,0,0,0,0,0,0
"01276","Niévroz",298,291,316,64,43,101,0,0,0,0,0,0,37,0,0,0,-21,0,0,0,0,0,58,0
"01277","Nivollet-Montgriffon",429,429,429,429,429,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01279","Oncieu",158,158,158,34,34,34,121,121,121,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
"01280","Ordonnaz",716,732,731,545,561,560,171,171,171,61,61,60,15,0,0,0,16,0,0,0,0,0,-1,0
"01281","Ornex",235,245,310,91,88,126,0,0,0,0,0,0,35,0,0,0,-3,0,0,0,0,0,38,0
"01282","Outriaz",583,583,583,238,239,234,319,319,319,15,15,15,-4,0,0,0,1,0,0,0,0,0,-5,0
"01283","Oyonnax",3172,3216,3195,399,434,436,2122,2095,2025,229,226,216,37,-97,1,4,35,-27,0,0,1,4,2,-70
"01284","Ozan",631,631,631,602,602,587,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,-15,0
"01285","Parcieux",177,160,179,103,82,89,0,0,0,0,0,0,-14,0,0,0,-21,0,0,0,0,0,7,0
"01286","Parves et Nattages",825,822,783,724,724,656,52,49,40,15,15,18,-68,-12,0,9,0,-3,0,0,0,9,-68,-9
"01288","Péron",1318,1441,1462,371,509,498,827,812,812,22,42,46,127,-15,1,22,138,-15,0,22,1,0,-11,0
"01289","Péronnas",868,968,984,511,473,434,31,128,127,2,23,24,-77,96,0,0,-38,97,0,0,0,0,-39,-1
"01290","Pérouges",566,558,583,430,405,386,4,4,4,0,0,0,-44,0,0,0,-25,0,0,0,0,0,-19,0
"01291","Perrex",831,713,635,741,626,539,0,0,0,0,0,0,-202,0,0,0,-115,0,0,0,0,0,-87,0
"01293","Peyriat",516,516,537,313,313,292,203,203,223,101,101,137,-21,20,5,2,0,0,0,0,5,2,-21,20
"01294","Peyrieu",373,452,454,273,352,320,32,32,32,0,0,0,47,0,0,0,79,0,0,0,0,0,-32,0
"01295","Peyzieux-sur-Saône",262,249,250,236,223,217,0,0,0,0,0,0,-19,0,0,0,-13,0,0,0,0,0,-6,0
"01296","Pirajoux",1043,992,1001,1043,992,1001,0,0,0,0,0,0,-42,0,0,0,-51,0,0,0,0,0,9,0
"01297","Pizay",95,95,129,53,53,87,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0
"01298","Plagne",541,541,436,143,143,182,398,398,254,78,78,55,39,-144,0,37,0,0,0,0,0,37,39,-144
"01299","Le Plantay",671,482,552,645,456,498,0,0,0,0,0,0,-147,0,0,0,-189,0,0,0,0,0,42,0
"01301","Polliat",1508,1076,1114,1355,923,898,0,0,0,0,0,0,-457,0,0,0,-432,0,0,0,0,0,-25,0
"01302","Pollieu",125,125,125,125,125,124,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1
"01303","Poncin",1076,1076,1111,843,843,818,123,123,147,30,30,19,-25,24,0,7,0,0,0,0,0,7,-25,24
"01304","Pont-d'Ain",847,744,717,471,373,345,95,95,59,10,10,1,-126,-36,0,0,-98,0,0,0,0,0,-28,-36
"01305","Pont-de-Vaux",829,724,726,695,590,562,0,0,0,0,0,0,-133,0,0,0,-105,0,0,0,0,0,-28,0
"01306","Pont-de-Veyle",235,235,219,179,179,160,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,-19,0
"01307","Port",209,215,222,41,41,33,121,121,123,10,10,5,-8,2,2,0,0,0,0,0,2,0,-8,2
"01308","Pougny",346,346,376,235,234,253,33,33,33,10,10,17,18,0,0,0,-1,0,0,0,0,0,19,0
"01309","Pouillat",269,236,235,52,52,52,217,184,183,5,5,5,0,-34,0,0,0,-33,0,0,0,0,0,-1
"01310","Prémeyzel",278,278,289,239,239,250,14,14,14,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0
"01311","Prémillieu",450,455,453,242,242,230,208,213,223,63,63,55,-12,15,15,3,0,5,0,0,15,3,-12,10
"01313","Prévessin-Moëns",733,790,820,409,464,393,0,0,0,0,0,0,-16,0,0,0,55,0,0,0,0,0,-71,0
"01314","Priay",909,906,885,576,564,541,223,223,214,43,43,43,-35,-9,0,0,-12,0,0,0,0,0,-23,-9
"01317","Ramasse",787,787,783,333,333,334,454,454,449,154,154,155,1,-5,0,1,0,0,0,0,0,1,1,-5
"01318","Rancé",92,93,152,29,30,78,0,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,48,0
"01319","Relevant",282,216,272,256,190,243,0,0,0,0,0,0,-13,0,0,0,-66,0,0,0,0,0,53,0
"01320","Replonges",1644,1644,1643,1380,1380,1251,0,0,0,0,0,0,-129,0,0,0,0,0,0,0,0,0,-129,0
"01321","Revonnas",526,526,525,479,470,455,8,8,9,10,10,11,-24,1,1,0,-9,0,0,0,1,0,-15,1
"01322","Reyrieux",725,601,574,403,288,206,0,0,0,0,0,0,-197,0,0,0,-115,0,0,0,0,0,-82,0
"01323","Reyssouze",987,987,987,937,937,902,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,-35,0
"01325","Rignieux-le-Franc",498,466,444,466,434,393,0,0,0,0,0,0,-73,0,0,0,-32,0,0,0,0,0,-41,0
"01328","Romans",608,514,565,604,510,539,4,4,4,0,0,0,-65,0,0,0,-94,0,0,0,0,0,29,0
"01329","Rossillon",189,214,207,161,186,179,25,25,25,0,8,8,18,0,0,0,25,0,0,0,0,0,-7,0
"01331","Saint-Alban",710,710,710,417,406,408,258,269,267,143,149,150,-9,9,12,3,-11,11,12,1,0,2,2,-2
"01332","Saint-André-de-Bâgé",268,268,268,191,191,172,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,-19,0
"01333","Saint-André-de-Corcy",434,507,637,259,328,439,0,0,0,0,0,0,180,0,0,0,69,0,0,0,0,0,111,0
"01334","Saint-André-d'Huiriat",682,606,616,682,606,591,0,0,0,0,0,0,-91,0,0,0,-76,0,0,0,0,0,-15,0
"01335","Saint-André-le-Bouchoux",258,306,376,229,277,343,0,0,0,0,0,0,114,0,0,0,48,0,0,0,0,0,66,0
"01336","Saint-André-sur-Vieux-Jonc",900,1263,1248,812,1184,1163,0,0,0,0,0,0,351,0,0,0,372,0,0,0,0,0,-21,0
"01337","Saint-Bénigne",1420,1255,1218,1419,1254,1061,0,0,0,0,0,0,-358,0,0,0,-165,0,0,0,0,0,-193,0
"01338","Groslée-Saint-Benoit",1240,1192,1232,1013,941,950,117,141,163,0,19,38,-63,46,0,0,-72,24,0,0,0,0,9,22
"01339","Saint-Bernard",294,232,237,149,87,86,0,0,0,0,0,0,-63,0,0,0,-62,0,0,0,0,0,-1,0
"01342","Sainte-Croix",36,36,121,3,3,86,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,83,0
"01343","Saint-Cyr-sur-Menthon",1016,891,906,962,836,738,0,0,0,0,0,0,-224,0,0,0,-126,0,0,0,0,0,-98,0
"01344","Saint-Denis-lès-Bourg",1306,1233,1214,954,834,802,0,0,0,0,0,0,-152,0,0,0,-120,0,0,0,0,0,-32,0
"01345","Saint-Denis-en-Bugey",166,143,143,58,21,14,0,0,0,0,0,0,-44,0,0,0,-37,0,0,0,0,0,-7,0
"01346","Saint-Didier-d'Aussiat",1223,1201,1202,1163,1141,1138,0,0,0,0,0,0,-25,0,0,0,-22,0,0,0,0,0,-3,0
"01347","Saint-Didier-de-Formans",647,503,535,530,385,369,0,0,0,0,0,0,-161,0,0,0,-145,0,0,0,0,0,-16,0
"01348","Saint-Didier-sur-Chalaronne",2174,1835,1768,1917,1580,1501,0,0,0,0,0,0,-416,0,0,0,-337,0,0,0,0,0,-79,0
"01349","Saint-Éloi",419,336,289,414,331,284,0,0,0,0,0,0,-130,0,0,0,-83,0,0,0,0,0,-47,0
"01350","Saint-Étienne-du-Bois",1984,1915,1922,1436,1367,1338,464,464,463,180,169,169,-98,-1,0,1,-69,0,0,0,0,1,-29,-1
"01351","Saint-Étienne-sur-Chalaronne",1056,974,992,987,900,883,0,0,0,0,0,0,-104,0,0,0,-87,0,0,0,0,0,-17,0
"01352","Saint-Étienne-sur-Reyssouze",911,1105,1111,911,1105,1111,0,0,0,0,0,0,200,0,0,0,194,0,0,0,0,0,6,0
"01353","Sainte-Euphémie",261,277,275,192,208,184,0,0,0,0,0,0,-8,0,0,0,16,0,0,0,0,0,-24,0
"01354","Saint-Genis-Pouilly",737,743,820,363,339,333,0,0,0,0,0,0,-30,0,0,0,-24,0,0,0,0,0,-6,0
"01355","Saint-Genis-sur-Menthon",412,418,418,385,391,363,0,0,0,0,0,0,-22,0,0,0,6,0,0,0,0,0,-28,0
"01356","Saint-Georges-sur-Renon",90,266,277,65,241,252,25,25,25,0,0,0,187,0,0,0,176,0,0,0,0,0,11,0
"01357","Saint-Germain-de-Joux",859,919,918,226,226,221,587,647,652,137,137,139,-5,65,6,0,0,60,0,0,6,0,-5,5
"01358","Saint-Germain-les-Paroisses",602,597,568,570,565,528,0,0,7,0,0,1,-42,7,7,0,-5,0,0,0,7,0,-37,7
"01359","Saint-Germain-sur-Renon",179,298,359,179,298,358,0,0,0,0,0,0,179,0,0,0,119,0,0,0,0,0,60,0
"01360","Saint-Jean-de-Gonville",918,914,938,335,354,323,501,467,467,21,26,26,-12,-34,0,34,19,-34,0,34,0,0,-31,0
"01361","Saint-Jean-de-Niost",855,650,649,559,348,321,174,174,173,0,0,0,-238,-1,0,0,-211,0,0,0,0,0,-27,-1
"01362","Saint-Jean-de-Thurigneux",572,321,261,499,211,151,0,0,0,0,0,0,-348,0,0,0,-288,0,0,0,0,0,-60,0
"01363","Saint-Jean-le-Vieux",938,551,572,710,302,290,79,79,73,1,1,0,-420,-6,0,0,-408,0,0,0,0,0,-12,-6
"01364","Saint-Jean-sur-Reyssouze",1347,1388,1399,1314,1355,1356,0,0,0,0,0,0,42,0,0,0,41,0,0,0,0,0,1,0
"01365","Saint-Jean-sur-Veyle",1183,1160,1159,1056,1030,1017,0,0,0,0,0,0,-39,0,0,0,-26,0,0,0,0,0,-13,0
"01366","Sainte-Julie",590,262,333,422,71,71,70,70,101,0,0,0,-351,31,0,0,-351,0,0,0,0,0,0,31
"01367","Saint-Julien-sur-Reyssouze",411,411,410,373,373,356,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,-17,0
"01368","Saint-Julien-sur-Veyle",1038,745,723,973,680,664,0,0,0,0,0,0,-309,0,0,0,-293,0,0,0,0,0,-16,0
"01369","Saint-Just",177,176,177,57,56,33,34,34,34,0,0,0,-24,0,0,0,-1,0,0,0,0,0,-23,0
"01370","Saint-Laurent-sur-Saône",13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01371","Saint-Marcel",149,107,109,95,53,55,0,0,0,0,0,0,-40,0,0,0,-42,0,0,0,0,0,2,0
"01372","Saint-Martin-de-Bavel",367,484,494,341,458,428,26,26,26,13,5,5,87,0,0,0,117,0,0,0,0,0,-30,0
"01373","Saint-Martin-du-Frêne",1636,1745,1754,357,468,439,1167,1164,1193,86,95,105,82,26,0,4,111,-3,0,0,0,1,-29,29
"01374","Saint-Martin-du-Mont",1326,1151,1234,898,712,769,264,264,250,110,110,108,-129,-14,0,14,-186,0,0,0,0,14,57,-14
"01375","Saint-Martin-le-Châtel",1247,1246,1224,1198,1197,1171,0,0,0,0,0,0,-27,0,0,0,-1,0,0,0,0,0,-26,0
"01376","Saint-Maurice-de-Beynost",607,341,377,348,60,104,47,33,36,29,20,11,-244,-11,0,33,-288,-14,0,0,0,33,44,3
"01378","Saint-Maurice-de-Gourdans",1556,1505,1452,499,454,441,785,769,760,40,37,37,-58,-25,0,7,-45,-16,0,7,0,0,-13,-9
"01379","Saint-Maurice-de-Rémens",598,358,336,459,219,199,4,4,4,11,9,9,-260,0,0,0,-240,0,0,0,0,0,-20,0
"01380","Saint-Nizier-le-Bouchoux",1376,1598,1599,1322,1544,1538,0,0,0,0,0,0,216,0,0,0,222,0,0,0,0,0,-6,0
"01381","Saint-Nizier-le-Désert",267,271,283,267,271,254,0,0,0,0,0,0,-13,0,0,0,4,0,0,0,0,0,-17,0
"01382","Sainte-Olive",573,529,502,573,529,502,0,0,0,0,0,0,-71,0,0,0,-44,0,0,0,0,0,-27,0
"01383","Saint-Paul-de-Varax",642,692,722,531,581,630,30,30,0,20,20,0,99,-30,0,0,50,0,0,0,0,0,49,-30
"01384","Saint-Rambert-en-Bugey",1064,1068,1125,736,740,737,203,203,253,18,18,29,1,50,0,0,4,0,0,0,0,0,-3,50
"01385","Saint-Rémy",516,504,471,458,446,390,0,0,0,0,0,0,-68,0,0,0,-12,0,0,0,0,0,-56,0
"01386","Saint-Sorlin-en-Bugey",386,299,301,295,208,204,0,0,0,0,0,0,-91,0,0,0,-87,0,0,0,0,0,-4,0
"01387","Saint-Sulpice",433,284,285,433,284,285,0,0,0,0,0,0,-148,0,0,0,-149,0,0,0,0,0,1,0
"01388","Saint-Trivier-de-Courtes",498,610,617,409,522,514,0,0,0,0,0,0,105,0,0,0,113,0,0,0,0,0,-8,0
"01389","Saint-Trivier-sur-Moignans",948,968,1090,866,888,1001,0,0,0,0,0,0,135,0,0,0,22,0,0,0,0,0,113,0
"01390","Saint-Vulbas",665,729,766,288,230,62,0,0,0,0,0,0,-226,0,0,0,-58,0,0,0,0,0,-168,0
"01391","Salavre",487,447,446,441,401,362,46,46,46,26,26,26,-79,0,0,0,-40,0,0,0,0,0,-39,0
"01392","Samognat",607,817,814,142,352,389,404,403,399,60,91,115,247,-5,0,1,210,-1,0,0,0,0,37,-4
"01393","Sandrans",534,677,717,503,647,680,0,0,0,0,0,0,177,0,0,0,144,0,0,0,0,0,33,0
"01396","Sault-Brénaz",372,372,370,295,295,285,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0
"01397","Sauverny",91,98,96,40,40,29,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,-11,0
"01398","Savigneux",562,311,345,514,258,283,0,0,0,0,0,0,-231,0,0,0,-256,0,0,0,0,0,25,0
"01399","Ségny",160,171,172,73,73,67,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,-6,0
"01400","Seillonnaz",432,429,423,384,381,373,48,48,50,9,9,13,-11,2,2,0,-3,0,0,0,2,0,-8,2
"01401","Sergy",685,530,566,370,216,250,164,164,164,0,0,0,-120,0,0,0,-154,0,0,0,0,0,34,0
"01402","Sermoyer",1123,1119,1106,1014,1010,992,40,40,40,29,19,16,-22,0,0,0,-4,0,0,0,0,0,-18,0
"01403","Serrières-de-Briord",458,458,470,333,333,345,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0
"01404","Serrières-sur-Ain",447,447,518,205,205,205,215,215,285,51,51,51,0,70,0,0,0,0,0,0,0,0,0,70
"01405","Servas",650,856,824,601,804,741,0,0,0,0,0,0,140,0,0,0,203,0,0,0,0,0,-63,0
"01406","Servignat",614,592,589,614,592,589,0,0,0,0,0,0,-25,0,0,0,-22,0,0,0,0,0,-3,0
"01407","Seyssel",248,248,249,168,168,156,41,41,42,32,32,32,-12,1,0,0,0,0,0,0,0,0,-12,1
"01408","Simandre-sur-Suran",560,999,963,286,710,674,205,220,218,45,71,70,388,13,0,2,424,15,0,0,0,2,-36,-2
"01410","Sonthonnax-la-Montagne",1064,1064,1064,473,473,485,555,555,543,256,256,258,12,-12,1,13,0,0,0,0,1,13,12,-12
"01411","Souclin",466,441,442,431,431,432,35,10,10,1,0,0,1,-25,0,0,0,-25,0,0,0,0,1,0
"01412","Sulignat",642,529,523,504,391,388,87,87,85,63,25,22,-116,-2,0,0,-113,0,0,0,0,0,-3,-2
"01415","Talissieu",500,395,394,152,74,44,314,287,286,82,35,21,-108,-28,0,0,-78,-27,0,0,0,0,-30,-1
"01416","Tenay",300,300,299,49,49,141,184,184,88,25,25,0,92,-96,0,91,0,0,0,0,0,91,92,-96
"01418","Thil",310,170,173,168,47,74,0,0,0,0,0,0,-94,0,0,0,-121,0,0,0,0,0,27,0
"01419","Thoiry",1906,1967,1935,755,732,709,898,960,931,0,0,0,-46,33,0,0,-23,62,0,0,0,0,-23,-29
"01420","Thoissey",143,134,134,107,98,98,0,0,0,0,0,0,-9,0,0,0,-9,0,0,0,0,0,0,0
"01421","Torcieu",282,275,298,198,177,205,1,15,8,0,6,0,7,7,4,0,-21,14,14,0,0,0,28,-7
"01422","Tossiat",682,530,541,558,397,370,0,0,0,0,0,0,-188,0,0,0,-161,0,0,0,0,0,-27,0
"01423","Toussieux",196,196,183,146,146,113,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,-33,0
"01424","Tramoyes",423,89,138,252,0,0,29,0,0,12,0,0,-252,-29,0,0,-252,-29,0,0,0,0,0,0
"01425","La Tranclière",690,321,321,659,288,288,31,31,31,21,0,0,-371,0,0,0,-371,0,0,0,0,0,0,0
"01426","Val-Revermont",2939,2923,2938,1619,1536,1490,1215,1282,1300,369,383,378,-129,85,6,1,-83,67,0,0,6,1,-46,18
"01427","Trévoux",553,396,400,272,112,52,0,0,0,0,0,0,-220,0,0,0,-160,0,0,0,0,0,-60,0
"01428","Valeins",92,66,66,92,66,66,0,0,0,0,0,0,-26,0,0,0,-26,0,0,0,0,0,0,0
"01429","Vandeins",919,843,752,893,803,708,0,0,0,0,0,0,-185,0,0,0,-90,0,0,0,0,0,-95,0
"01430","Varambon",402,402,401,316,315,303,59,59,60,6,6,6,-13,1,0,0,-1,0,0,0,0,0,-12,1
"01431","Vaux-en-Bugey",247,229,257,178,161,159,1,0,0,0,0,0,-19,-1,0,0,-17,-1,0,0,0,0,-2,0
"01432","Verjon",190,214,214,178,177,175,12,0,0,0,0,0,-3,-12,0,0,-1,-12,0,0,0,0,-2,0
"01433","Vernoux",314,298,319,314,298,319,0,0,0,0,0,0,5,0,0,0,-16,0,0,0,0,0,21,0
"01434","Versailleux",1103,745,727,1103,745,727,0,0,0,0,0,0,-376,0,0,0,-358,0,0,0,0,0,-18,0
"01435","Versonnex",213,213,284,126,126,189,9,9,8,6,6,6,63,-1,2,0,0,0,0,0,2,0,63,-1
"01436","Vesancy",1028,1019,1019,351,348,344,645,636,636,32,32,32,-7,-9,0,0,-3,-9,0,0,0,0,-4,0
"01437","Vescours",323,554,548,323,554,548,0,0,0,0,0,0,225,0,0,0,231,0,0,0,0,0,-6,0
"01439","Vésines",381,342,342,381,342,342,0,0,0,0,0,0,-39,0,0,0,-39,0,0,0,0,0,0,0
"01441","Vieu-d'Izenave",1980,1980,1980,773,773,760,1136,1136,1137,163,163,162,-13,1,1,0,0,0,0,0,1,0,-13,1
"01443","Villars-les-Dombes",331,394,455,122,126,135,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,9,0
"01444","Villebois",511,511,511,347,347,344,73,73,73,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0
"01445","Villemotier",962,851,861,938,827,812,1,1,1,2,2,2,-126,0,0,0,-111,0,0,0,0,0,-15,0
"01446","Villeneuve",921,711,690,868,658,617,0,0,0,0,0,0,-251,0,0,0,-210,0,0,0,0,0,-41,0
"01447","Villereversure",1481,1635,1651,792,937,947,602,602,596,162,179,177,155,-6,0,6,145,0,0,0,0,6,10,-6
"01448","Villes",646,703,679,140,212,155,506,491,491,36,26,26,15,-15,0,15,72,-15,0,15,0,0,-57,0
"01449","Villette-sur-Ain",983,706,684,825,548,543,73,73,46,5,2,2,-282,-27,0,0,-277,0,0,0,0,0,-5,-27
"01450","Villieu-Loyes-Mollon",1079,634,653,955,509,458,0,0,0,0,0,0,-497,0,0,0,-446,0,0,0,0,0,-51,0
"01451","Viriat",3293,3329,3273,2391,2319,2150,384,322,308,44,93,82,-241,-76,0,0,-72,-62,0,0,0,0,-169,-14
"01452","Virieu-le-Grand",340,335,436,200,171,184,94,118,169,0,0,0,-16,75,0,0,-29,24,0,0,0,0,13,51
"01453","Arvière-en-Valromey",3211,3348,3446,1146,1283,1402,2038,2038,2015,179,179,202,256,-23,1,0,137,0,0,0,1,0,119,-23
"01454","Virignin",370,379,382,267,276,271,35,35,35,2,2,2,4,0,0,0,9,0,0,0,0,0,-5,0
"01456","Vongnes",140,140,140,119,119,119,21,21,21,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"01457","Vonnas",1361,873,828,1135,657,602,0,0,0,0,0,0,-533,0,0,0,-478,0,0,0,0,0,-55,0
"02001","Abbécourt",292,292,302,259,259,213,0,0,43,0,0,17,-46,43,43,0,0,0,0,0,43,0,-46,43
"02002","Achery",243,285,308,190,193,220,0,39,35,0,15,29,30,35,0,0,3,39,0,0,0,8,27,-4
"02003","Acy",145,145,138,40,40,28,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0
"02004","Agnicourt-et-Séchelles",163,184,161,102,123,100,0,0,0,0,0,0,-2,0,0,0,21,0,0,0,0,0,-23,0
"02005","Aguilcourt",26,26,35,0,0,7,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0
"02006","Aisonville-et-Bernoville",133,131,94,97,95,45,0,0,0,0,0,0,-52,0,0,0,-2,0,0,0,0,0,-50,0
"02007","Aizelles",50,50,72,50,50,50,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22
"02008","Aizy-Jouy",275,204,202,275,204,202,0,0,0,0,0,0,-73,0,0,0,-71,0,0,0,0,0,-2,0
"02009","Alaincourt",154,154,154,103,103,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"02010","Allemant",25,70,76,25,41,41,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0
"02011","Ambleny",262,234,233,167,139,138,49,49,49,0,0,0,-29,0,0,0,-28,0,0,0,0,0,-1,0
"02012","Ambrief",33,33,34,33,33,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"02013","Amifontaine",499,477,478,87,65,65,379,379,380,0,0,0,-22,1,0,0,-22,0,0,0,0,0,0,1
"02014","Amigny-Rouy",593,610,608,499,494,494,22,50,42,0,0,0,-5,20,0,0,-5,28,0,0,0,0,0,-8
"02015","Ancienville",93,64,64,77,64,64,16,0,0,0,0,0,-13,-16,0,0,-13,-16,0,0,0,0,0,0
"02016","Andelain",191,191,191,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02017","Anguilcourt-le-Sart",263,303,303,216,212,204,0,44,52,0,7,4,-12,52,0,0,-4,44,0,0,0,3,-8,8
"02018","Anizy-le-Grand",376,409,409,142,175,156,31,31,31,0,0,0,14,0,0,0,33,0,0,0,0,0,-19,0
"02019","Annois",142,142,107,37,37,0,47,47,48,13,13,0,-37,1,1,0,0,0,0,0,1,0,-37,1
"02020","Any-Martin-Rieux",1126,1002,1053,1054,930,979,0,0,0,0,0,0,-75,0,0,0,-124,0,0,0,0,0,49,0
"02021","Archon",297,317,318,262,282,282,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0
"02022","Arcy-Sainte-Restitue",87,87,87,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02023","Armentières-sur-Ourcq",30,30,31,30,30,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"02024","Arrancy",15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02025","Artemps",153,153,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02027","Assis-sur-Serre",102,99,98,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02028","Athies-sous-Laon",260,329,330,108,102,31,46,14,14,10,0,0,-77,-32,0,0,-6,-32,0,0,0,0,-71,0
"02029","Attilly",46,46,47,20,20,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"02030","Aubencheul-aux-Bois",30,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02031","Aubenton",1486,1431,1401,1188,1133,1120,227,227,209,10,11,10,-68,-18,0,0,-55,0,0,0,0,0,-13,-18
"02032","Aubigny-aux-Kaisnes",79,79,67,46,46,34,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0
"02033","Aubigny-en-Laonnois",45,45,46,45,45,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"02034","Audignicourt",1,98,97,1,98,96,0,0,1,0,0,0,95,1,1,0,97,0,0,0,0,0,-2,1
"02035","Audigny",48,36,36,12,0,0,0,0,0,0,0,0,-12,0,0,0,-12,0,0,0,0,0,0,0
"02036","Augy",63,63,70,61,61,68,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0
"02037","Aulnois-sous-Laon",105,105,96,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"02038","Les Autels",539,589,589,534,584,584,5,5,5,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0
"02039","Autremencourt",11,11,36,11,11,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"02040","Autreppes",502,461,461,466,425,425,0,0,0,0,0,0,-41,0,0,0,-41,0,0,0,0,0,0,0
